instrument,bar,time,open,high,low,close,volume,time_berlin
XAUUSD,1h,2026-09-17T16:00:00+00:00,4369.87,4372.35,4355.73,4362.24,41794.0,2026-09-17T18:00:00+02:00
XAUUSD,1h,2026-09-17T17:00:00+00:00,4362.24,4365.83,4357.73,4361.23,30328.0,2026-09-17T19:00:00+02:00
XAUUSD,1h,2026-09-17T18:00:00+00:00,4361.23,4365.59,4348.35,4351.29,32499.0,2026-09-17T20:00:00+02:00
XAUUSD,1h,2026-09-17T19:00:00+00:00,4351.29,4355.99,4342.3,4346.05,28736.0,2026-09-17T21:00:00+02:00
XAUUSD,1h,2026-09-17T20:00:00+00:00,4346.05,4346.86,4340.43,4341.16,9499.0,2026-09-17T22:00:00+02:00
XAUUSD,1h,2026-09-17T22:00:00+00:00,4341.16,4349.55,4341.16,4344.31,11790.0,2026-09-18T00:00:00+02:00
XAUUSD,1h,2026-09-17T23:00:00+00:00,4344.31,4348.08,4339.72,4346.25,11419.0,2026-09-18T01:00:00+02:00
XAUUSD,1h,2026-09-18T00:00:00+00:00,4346.25,4360.1,4342.04,4356.35,23272.0,2026-09-18T02:00:00+02:00
XAUUSD,1h,2026-09-18T01:00:00+00:00,4356.35,4365.57,4344.04,4346.8,39226.0,2026-09-18T03:00:00+02:00
XAUUSD,1h,2026-09-18T02:00:00+00:00,4346.8,4356.54,4343.07,4346.65,27493.0,2026-09-18T04:00:00+02:00
XAUUSD,1h,2026-09-18T03:00:00+00:00,4346.65,4360.79,4334.14,4359.18,30377.0,2026-09-18T05:00:00+02:00
XAUUSD,1h,2026-09-18T04:00:00+00:00,4359.18,4367.02,4352.72,4366.83,19246.0,2026-09-18T06:00:00+02:00
XAUUSD,1h,2026-09-18T05:00:00+00:00,4366.83,4378.24,4360.13,4377.27,36019.0,2026-09-18T07:00:00+02:00
XAUUSD,1h,2026-09-18T06:00:00+00:00,4377.27,4397.25,4377.15,4393.39,37295.0,2026-09-18T08:00:00+02:00
XAUUSD,1h,2026-09-18T07:00:00+00:00,4393.39,4399.5,4388.86,4393.32,28379.0,2026-09-18T09:00:00+02:00
XAUUSD,1h,2026-09-18T08:00:00+00:00,4393.32,4398.36,4385.06,4392.24,29577.0,2026-09-18T10:00:00+02:00
XAUUSD,1h,2026-09-18T09:00:00+00:00,4392.24,4398.07,4373.06,4376.55,27118.0,2026-09-18T11:00:00+02:00
XAUUSD,1h,2026-09-18T10:00:00+00:00,4376.55,4382.04,4375.66,4381.69,22992.0,2026-09-18T12:00:00+02:00
XAUUSD,1h,2026-09-18T11:00:00+00:00,4381.69,4388.43,4372.16,4381.48,38319.0,2026-09-18T13:00:00+02:00
XAUUSD,1h,2026-09-18T12:00:00+00:00,4381.48,4382.76,4353.69,4368.81,55242.0,2026-09-18T14:00:00+02:00
XAUUSD,1h,2026-09-18T13:00:00+00:00,4368.81,4375.44,4347.27,4349.18,73734.0,2026-09-18T15:00:00+02:00
XAUUSD,1h,2026-09-18T14:00:00+00:00,4349.18,4361.67,4342.52,4352.95,78162.0,2026-09-18T16:00:00+02:00
XAUUSD,1h,2026-09-18T15:00:00+00:00,4352.95,4358.03,4347.96,4356.61,47372.0,2026-09-18T17:00:00+02:00
XAUUSD,1h,2026-09-18T16:00:00+00:00,4356.61,4383.69,4354.73,4382.77,46405.0,2026-09-18T18:00:00+02:00
XAUUSD,1h,2026-09-18T17:00:00+00:00,4382.77,4396.89,4381.5,4392.9,35725.0,2026-09-18T19:00:00+02:00
XAUUSD,1h,2026-09-18T18:00:00+00:00,4392.9,4394.24,4379.5,4382.06,31025.0,2026-09-18T20:00:00+02:00
XAUUSD,1h,2026-09-18T19:00:00+00:00,4382.06,4385.98,4374.88,4376.3,63912.0,2026-09-18T21:00:00+02:00
XAUUSD,1h,2026-09-18T20:00:00+00:00,4376.3,4383.29,4375.56,4380.77,19048.0,2026-09-18T22:00:00+02:00
